dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	numTSSEnhGene	distanceToTSS	normalizedDNase_prom	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContact	ABC.Score
Gasperini2019	chr1	156504995	156505706	HDGF|chr1:156474787-156475498:.	-0.0470738167734509	chr1	156766924	156766925	HDGF	FALSE	0.805470276029066	1	TRUE	K562	Gasperini et al., 2019	FALSE	13	247004	0.465741	3052.781676	1	46	9.745525	0.001959
Gasperini2019	chr1	156504995	156505706	NAXE|chr1:156474787-156475498:.	-0.0360762288188936	chr1	156591762	156591763	NAXE	FALSE	0.928544138874334	1	TRUE	K562	Gasperini et al., 2019	FALSE	3	86321	0.629343	3052.781676	0	10	53.898793	0.018866
Gasperini2019	chr1	156602662	156603162	DAP3|chr1:156572454-156572954:.	0.0432993426280104	chr1	155687960	155687961	DAP3	FALSE	0.839693460412815	1	TRUE	K562	Gasperini et al., 2019	FALSE	33	913803	0.780824	1565.52837	1	124	0.000304	0
Gasperini2019	chr1	156602662	156603162	HDGF|chr1:156572454-156572954:.	-0.0509579275186133	chr1	156766924	156766925	HDGF	FALSE	0.814312487122561	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	9	149555	0.465741	1565.52837	1	34	19.675325	0.000585
Gasperini2019	chr1	156602662	156603162	KIAA0907|chr1:156572454-156572954:.	0.0251031674751889	chr1	155934399	155934400	KIAA0907	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	28	668451	0.855511	1565.52837	0	101	6.557394	0.000302
Gasperini2019	chr1	156602662	156603162	LMNA|chr1:156572454-156572954:.	-0.0171038951269999	chr1	156082573	156082574	LMNA	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	20	488224	0.734153	1565.52837	0	72	13.447555	0.000454
Gasperini2019	chr1	156602662	156603162	NAXE|chr1:156572454-156572954:.	-0.0297518724697008	chr1	156591762	156591763	NAXE	FALSE	0.99745994814213	1	TRUE	K562	Gasperini et al., 2019	FALSE	2	11128	0.629343	1565.52837	0	3	218.605301	0.011319
Gasperini2019	chr1	156602662	156603162	SSR2|chr1:156572454-156572954:.	0.0470945881565312	chr1	156020958	156020959	SSR2	FALSE	0.893829443585954	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	25	581926	0.685498	1565.52837	1	85	3.620395	0.000217
Gasperini2019	chr1	156663199	156663699	CCT3|chr1:156632991-156633491:.	-0.0005213412675599	chr1	156367872	156367873	CCT3	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	11	325018	0.971693	5466.69349	1	58	8.006388	0.001013
Gasperini2019	chr1	156663199	156663699	DAP3|chr1:156632991-156633491:.	0.0106058122747323	chr1	155687960	155687961	DAP3	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	36	974343	0.780824	5466.69349	1	140	0.000285	0
Gasperini2019	chr1	156663199	156663699	GPATCH4|chr1:156632991-156633491:.	-0.0034244123744772	chr1	156601495	156601496	GPATCH4	FALSE	0.969895697576047	1	TRUE	K562	Gasperini et al., 2019	FALSE	4	61946	0.527896	5466.69349	0	17	42.438561	0.008441
Gasperini2019	chr1	156663199	156663699	HDGF|chr1:156632991-156633491:.	-0.0512746815399667	chr1	156766924	156766925	HDGF	FALSE	0.449484359974045	1	TRUE	K562	Gasperini et al., 2019	FALSE	6	89015	0.465741	5466.69349	1	18	44.303551	0.003955
Gasperini2019	chr1	156663199	156663699	KIAA0907|chr1:156632991-156633491:.	0.0102026704919251	chr1	155934399	155934400	KIAA0907	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	31	728991	0.855511	5466.69349	0	117	2.819582	0.000389
Gasperini2019	chr1	156663199	156663699	LAMTOR2|chr1:156632991-156633491:.	0.0111134677884739	chr1	156054752	156054753	LAMTOR2	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	26	608708	0.924828	5466.69349	1	99	2.39936	0.000269
Gasperini2019	chr1	156663199	156663699	LMNA|chr1:156632991-156633491:.	-0.0414038930635	chr1	156082573	156082574	LMNA	FALSE	0.786598335361329	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	23	548764	0.734153	5466.69349	0	88	2.904799	0.000295
Gasperini2019	chr1	156663199	156663699	MRPL24|chr1:156632991-156633491:.	0.0256405487942717	chr1	156741589	156741590	MRPL24	FALSE	0.979104757654452	1	TRUE	K562	Gasperini et al., 2019	FALSE	5	77698	0.967023	5466.69349	1	16	37.767935	0.003918
Gasperini2019	chr1	156663199	156663699	NAXE|chr1:156632991-156633491:.	0.0016527378680579	chr1	156591762	156591763	NAXE	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	5	71668	0.629343	5466.69349	0	19	39.988818	0.006218
Gasperini2019	chr1	156663199	156663699	PMF1|chr1:156632991-156633491:.	0.0118076897112798	chr1	156212993	156212994	PMF1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	20	450446	0.864367	5466.69349	1	71	2.27145	0.000325
Gasperini2019	chr1	156663199	156663699	PRCC|chr1:156632991-156633491:.	-0.0116769113204267	chr1	156750610	156750611	PRCC	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	7	104048	0.971426	5466.69349	1	22	46.706684	0.004859
Gasperini2019	chr1	156663199	156663699	SSR2|chr1:156632991-156633491:.	0.0521873482154189	chr1	156020958	156020959	SSR2	FALSE	0.270209117515765	1	TRUE	K562	Gasperini et al., 2019	FALSE	28	642466	0.685498	5466.69349	1	101	3.119127	0.00056
Gasperini2019	chr1	156694071	156694571	CCT3|chr1:156663863-156664363:.	-0.0223840772961015	chr1	156367872	156367873	CCT3	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	12	355893	0.971693	2996.227887	1	67	7.176268	0.00119
Gasperini2019	chr1	156694071	156694571	HDGF|chr1:156663863-156664363:.	0.0023777879115305	chr1	156766924	156766925	HDGF	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	5	58140	0.465741	2996.227887	1	9	44.641268	0.005227
Gasperini2019	chr1	156694071	156694571	KIAA0907|chr1:156663863-156664363:.	0.0116302075558417	chr1	155934399	155934400	KIAA0907	FALSE	0.939770101919273	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	32	759866	0.855511	2996.227887	0	126	0.000367	0
Gasperini2019	chr1	156694071	156694571	LAMTOR2|chr1:156663863-156664363:.	0.0079656756121078	chr1	156054752	156054753	LAMTOR2	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	27	639583	0.924828	2996.227887	1	108	5.697846	0.000837
Gasperini2019	chr1	156694071	156694571	LMNA|chr1:156663863-156664363:.	-0.0456580635502232	chr1	156082573	156082574	LMNA	FALSE	0.838862661895397	1	TRUE	K562	Gasperini et al., 2019	FALSE	24	579639	0.734153	2996.227887	0	97	0.000485	0
Gasperini2019	chr1	156694071	156694571	MRPL24|chr1:156663863-156664363:.	-0.0021683116133641	chr1	156741589	156741590	MRPL24	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	4	46823	0.967023	2996.227887	1	7	51.903892	0.007061
Gasperini2019	chr1	156694071	156694571	NAXE|chr1:156663863-156664363:.	0.0217039780994306	chr1	156591762	156591763	NAXE	FALSE	0.997715139393253	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	6	102543	0.629343	2996.227887	0	28	36.219523	0.007385
Gasperini2019	chr1	156694071	156694571	PRCC|chr1:156663863-156664363:.	-0.053538366657904	chr1	156750610	156750611	PRCC	FALSE	0.234786765952356	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	6	73173	0.971426	2996.227887	1	13	62.224588	0.008489
Gasperini2019	chr1	156694071	156694571	SSR2|chr1:156663863-156664363:.	0.0394202260646086	chr1	156020958	156020959	SSR2	FALSE	0.892357780619675	1	TRUE	K562	Gasperini et al., 2019	FALSE	29	673341	0.685498	2996.227887	1	110	0.000416	0
Gasperini2019	chr1	156890042	156890542	CCT3|chr1:156859834-156860334:.	-0.0245537278384177	chr1	156367872	156367873	CCT3	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	21	551860	0.971693	1514.39044	1	102	2.275376	0.000121
Gasperini2019	chr1	156890042	156890542	ISG20L2|chr1:156859834-156860334:.	-0.030667991142303	chr1	156728798	156728799	ISG20L2	FALSE	0.962703887899334	1	TRUE	K562	Gasperini et al., 2019	FALSE	8	161836	0.948248	1514.39044	0	29	142.92693	0.007104
Gasperini2019	chr1	156890042	156890542	SSR2|chr1:156859834-156860334:.	0.0106926056095971	chr1	156020958	156020959	SSR2	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	38	869308	0.685498	1514.39044	1	145	0.00032	0
Gasperini2019	chr1	157193565	157194065	CCT3|chr1:157163355-157163855:.	0.0039488523724775	chr1	156367872	156367873	CCT3	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	27	855399	0.971693	223.14417	1	137	0.000325	0
Gasperini2019	chr1	157193565	157194065	HDGF|chr1:157163355-157163855:.	0.0019637680621718	chr1	156766924	156766925	HDGF	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	11	441366	0.465741	223.14417	1	62	3.173138	2.7e-05
Gasperini2019	chr1	157193565	157194065	NAXE|chr1:157163355-157163855:.	-0.0214365302293944	chr1	156591762	156591763	NAXE	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	21	602049	0.629343	223.14417	0	98	3.247673	4.8e-05
Gasperini2019	chr1	157227510	157228256	CCT3|chr1:157197300-157198046:.	-0.0465928165387181	chr1	156367872	156367873	CCT3	FALSE	0.952470430731699	1	TRUE	K562	Gasperini et al., 2019	FALSE	27	889580	0.971693	135.65829	1	141	0.000312	0
Gasperini2019	chr1	157261900	157262828	CCT3|chr1:157231690-157232618:.	0.012133484350658	chr1	156367872	156367873	CCT3	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	27	924182	0.971693	0	1	146	3e-04	0
Gasperini2019	chr1	157261900	157262828	HDGF|chr1:157231690-157232618:.	-0.0369992357834345	chr1	156766924	156766925	HDGF	FALSE	0.905017049583921	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	11	510149	0.465741	0	1	71	6.829677	0.000238
Gasperini2019	chr1	157274605	157275257	CCT3|chr1:157244395-157245047:.	-0.0236131436712445	chr1	156367872	156367873	CCT3	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	27	936525	0.971693	3427.97962	1	148	2.921962	0.000352
Gasperini2019	chr1	157274605	157275257	RP11-85G21.3|chr1:157244395-157245047:.	-0.0363460515301312	chr1	157280716	157280717	RP11-85G21.3	TRUE	0.0470784199962591	0.1	TRUE	K562	Gasperini et al., 2019	TRUE	0	5785.5	0	0	0	0	0	0
Gasperini2019	chr1	157311663	157312765	HDGF|chr1:157281453-157282555:.	-0.014728553709689	chr1	156766924	156766925	HDGF	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	11	559750.5	0.465741	325.50629	1	79	2.828934	0.000354
Gasperini2019	chr1	157311663	157312765	NAXE|chr1:157281453-157282555:.	-0.0354111252447609	chr1	156591762	156591763	NAXE	FALSE	0.990397726863216	0.9	TRUE	K562	Gasperini et al., 2019	FALSE	21	720433.5	0.629343	325.50629	0	115	2.869599	0.000625
Gasperini2019	chr1	157325123	157325623	CCT3|chr1:157294913-157295413:.	-0.0316964520477595	chr1	156367872	156367873	CCT3	FALSE	0.997981316500084	0.9	TRUE	K562	Gasperini et al., 2019	FALSE	27	987019	0.971693	193.87866	1	155	0.000281	0
Gasperini2019	chr1	158689047	158689547	SPTA1|chr1:158658837-158659337:.	-0.094944473400681	chr1	158686697	158686698	SPTA1	TRUE	8.72883615326258e-19	0.7	TRUE	K562	Gasperini et al., 2019	TRUE	1	2581	0.572994	4014.349984	0	1	737.206296	0.07987
Gasperini2019	chr1	158691856	158692709	SPTA1|chr1:158661646-158662499:.	-0.100250496088169	chr1	158686697	158686698	SPTA1	TRUE	3.26056634130827e-24	0.6	TRUE	K562	Gasperini et al., 2019	TRUE	1	5380	0.572994	457.770788	0	2	425.780187	0.080661
Gasperini2019	chr1	159817537	159818037	TAGLN2|chr1:159787327-159787827:.	0.028227562865583	chr1	159925731	159925732	TAGLN2	FALSE	0.999918430877266	0.9	TRUE	K562	Gasperini et al., 2019	FALSE	5	107760	0.744145	156.227398	1	17	52.7476	0.002259
Gasperini2019	chr1	159821433	159821933	TAGLN2|chr1:159791223-159791723:.	-0.0055517684975114	chr1	159925731	159925732	TAGLN2	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	5	103846	0.744145	257.659922	1	16	40.93067	0.001222
Gasperini2019	chr1	160362049	160362861	SDHC|chr1:160331839-160332651:.	-0.0474852804366743	chr1	161314257	161314258	SDHC	FALSE	0.779161043017726	1	TRUE	K562	Gasperini et al., 2019	FALSE	34	951931.5	0.739209	200.38161	1	105	3.056097	0.000374
Gasperini2019	chr1	160362049	160362861	TAGLN2|chr1:160331839-160332651:.	-0.0293342162372616	chr1	159925731	159925732	TAGLN2	FALSE	0.992763336242531	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	18	436901.5	0.744145	200.38161	1	25	8.315501	0.001553
Gasperini2019	chr1	160362049	160362861	UFC1|chr1:160331839-160332651:.	-0.0088731990619119	chr1	161152776	161152777	UFC1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	22	791299.5	0.642722	200.38161	0	86	4.215079	0.000451
Gasperini2019	chr1	160460641	160461141	PEX19|chr1:160430431-160430931:.	-0.0499280136747612	chr1	160286347	160286348	PEX19	TRUE	0.0297526869427566	0.7	TRUE	K562	Gasperini et al., 2019	TRUE	0	175740	0	0	0	0	0	0
Gasperini2019	chr1	160460641	160461141	UFC1|chr1:160430431-160430931:.	0.0409538929770114	chr1	161152776	161152777	UFC1	FALSE	0.971967898699159	1	TRUE	K562	Gasperini et al., 2019	FALSE	0	692852	0	0	0	0	0	0
Gasperini2019	chr1	160665428	160666211	DUSP23|chr1:160635218-160636001:.	0.0183659681473192	chr1	159780932	159780933	DUSP23	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	29	884864	0.807583	0	0	80	0.000314	0
Gasperini2019	chr1	160665428	160666211	SDHC|chr1:160635218-160636001:.	-0.0198540066957212	chr1	161314257	161314258	SDHC	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	29	648566	0.739209	0	1	69	0.000432	0
Gasperini2019	chr1	160665428	160666211	TAGLN2|chr1:160635218-160636001:.	-0.0462665496135503	chr1	159925731	159925732	TAGLN2	FALSE	0.831355214577931	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	23	740267	0.744145	0	1	61	9.559912	0.004289
Gasperini2019	chr1	160665428	160666211	UFC1|chr1:160635218-160636001:.	0.0381776506255549	chr1	161152776	161152777	UFC1	FALSE	0.669558068187618	1	TRUE	K562	Gasperini et al., 2019	FALSE	17	487934	0.642722	0	0	50	0.000578	0
Gasperini2019	chr1	161389679	161390494	PFDN2|chr1:161359469-161360284:.	-0.0339218972063139	chr1	161118110	161118111	PFDN2	FALSE	0.869663193037198	1	TRUE	K562	Gasperini et al., 2019	FALSE	17	272027	0.668417	0	1	26	18.016219	0.007177
Gasperini2019	chr1	161389679	161390494	SDHC|chr1:161359469-161360284:.	-0.0112835567407444	chr1	161314257	161314258	SDHC	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	2	75728	0.739209	0	1	5	24.412282	0.009004
Gasperini2019	chr1	161486950	161487912	NDUFS2|chr1:161456740-161457702:.	-0.0200235744725824	chr1	161197104	161197105	NDUFS2	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	9	288104	0.454805	28.011692	1	48	5.757433	0.001233
Gasperini2019	chr1	161486950	161487912	PFDN2|chr1:161456740-161457702:.	-0.0415733006567182	chr1	161118110	161118111	PFDN2	FALSE	0.46626403806408	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	17	369342	0.668417	28.011692	1	58	0.000769	0
Gasperini2019	chr1	161486950	161487912	SDHC|chr1:161456740-161457702:.	-0.0059943806387119	chr1	161314257	161314258	SDHC	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	2	173043	0.739209	28.011692	1	37	8.71087	0.001537
Gasperini2019	chr1	161486950	161487912	UFC1|chr1:161456740-161457702:.	0.0074664838607605	chr1	161152776	161152777	UFC1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	14	333675	0.642722	28.011692	0	56	6.839273	0.001055
Gasperini2019	chr1	161502961	161503461	DUSP12|chr1:161472751-161473251:.	0.0223805945066475	chr1	161749758	161749759	DUSP12	FALSE	0.965139707727266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	11	246547	0.858342	1590.209889	1	58	26.676346	0.003799
Gasperini2019	chr1	161502961	161503461	FCGR2A|chr1:161472751-161473251:.	-0.0297007162798315	chr1	161505430	161505431	FCGR2A	TRUE	0.0143249151170178	0.1	TRUE	K562	Gasperini et al., 2019	TRUE	1	2194	0.625859	1590.209889	0	1	414.600188	0.039589
Gasperini2019	chr1	161502961	161503461	PFDN2|chr1:161472751-161473251:.	-0.059308468738596	chr1	161118110	161118111	PFDN2	FALSE	0.141513669114742	1	TRUE	K562	Gasperini et al., 2019	FALSE	17	385144	0.668417	1590.209889	1	62	10.772033	0.001483
Gasperini2019	chr1	161502961	161503461	SDHC|chr1:161472751-161473251:.	-0.0064345556374155	chr1	161314257	161314258	SDHC	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	2	188845	0.739209	1590.209889	1	41	8.919663	0.001137
Gasperini2019	chr1	161502961	161503461	UFC1|chr1:161472751-161473251:.	0.0501697216588042	chr1	161152776	161152777	UFC1	FALSE	0.606043844873655	1	TRUE	K562	Gasperini et al., 2019	FALSE	14	349477	0.642722	1590.209889	0	60	13.917232	0.001551
Gasperini2019	chr1	161611322	161613001	NDUFS2|chr1:161581112-161582791:.	-0.0336450578297693	chr1	161197104	161197105	NDUFS2	FALSE	0.967288766091299	1	TRUE	K562	Gasperini et al., 2019	FALSE	14	413060.5	0.454805	674.443665	1	81	0.000686	1e-06
Gasperini2019	chr1	161611322	161613001	PFDN2|chr1:161581112-161582791:.	-0.0369510845483066	chr1	161118110	161118111	PFDN2	FALSE	0.951242839355838	0.9	TRUE	K562	Gasperini et al., 2019	FALSE	22	494298.5	0.668417	674.443665	1	91	3.327481	0.003338
Gasperini2019	chr1	161611322	161613001	SDHC|chr1:161581112-161582791:.	1.88433045800185e-05	chr1	161314257	161314258	SDHC	FALSE	0.995314414853584	1	TRUE	K562	Gasperini et al., 2019	FALSE	7	297999.5	0.739209	674.443665	1	70	7.110293	0.006604
Gasperini2019	chr1	161621278	161621909	ATF6|chr1:161591068-161591699:.	0.014330040640701	chr1	161766294	161766295	ATF6	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	7	144516	0.630746	3772.363504	1	29	13.470004	0.006749
Gasperini2019	chr1	161621278	161621909	B4GALT3|chr1:161591068-161591699:.	-0.0283648394046112	chr1	161177967	161177968	B4GALT3	FALSE	0.89505561727625	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	16	443759	0.720435	3772.363504	1	90	3.992384	0.001486
Gasperini2019	chr1	161621278	161621909	NDUFS2|chr1:161591068-161591699:.	-0.0363974451420613	chr1	161197104	161197105	NDUFS2	FALSE	0.801719550208726	1	TRUE	K562	Gasperini et al., 2019	FALSE	14	422413	0.454805	3772.363504	1	83	0.00067	0
Gasperini2019	chr1	161621278	161621909	PPOX|chr1:161591068-161591699:.	0.0197460989011877	chr1	161166410	161166411	PPOX	FALSE	0.99745994814213	1	TRUE	K562	Gasperini et al., 2019	FALSE	17	455337	0.978661	3772.363504	0	90	13.421967	0.004358
Gasperini2019	chr1	161621278	161621909	SDHC|chr1:161591068-161591699:.	-0.032405063547013	chr1	161314257	161314258	SDHC	FALSE	0.693697110680592	1	TRUE	K562	Gasperini et al., 2019	FALSE	7	307352	0.739209	3772.363504	1	72	0.000928	0
Gasperini2019	chr1	161621278	161621909	UAP1|chr1:161591068-161591699:.	-0.0057372156839847	chr1	162561506	162561507	UAP1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	14	939712	0.958555	3772.363504	0	72	2.797967	0.001802
Gasperini2019	chr1	161621278	161621909	UFC1|chr1:161591068-161591699:.	0.0158758386546771	chr1	161152776	161152777	UFC1	FALSE	0.997981316500084	1	TRUE	K562	Gasperini et al., 2019	FALSE	19	467984	0.642722	3772.363504	0	91	0.000603	0
Gasperini2019	chr1	161621278	161621909	UHMK1|chr1:161591068-161591699:.	0.006749776347422	chr1	162497251	162497252	UHMK1	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	13	876077	0.766162	3772.363504	1	68	3.723718	0.002452
Gasperini2019	chr1	161730168	161730668	SDHC|chr1:161699958-161700458:.	-0.0014262544158926	chr1	161314257	161314258	SDHC	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	0	416043	0	0	0	0	0	0
Gasperini2019	chr1	161730168	161730668	UFC1|chr1:161699958-161700458:.	0.0058531882458259	chr1	161152776	161152777	UFC1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	0	576675	0	0	0	0	0	0
Gasperini2019	chr1	162055899	162056399	SDHC|chr1:162025689-162026189:.	-0.0144250604819378	chr1	161314257	161314258	SDHC	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	15	741799	0.739209	0	1	108	0.000376	0
Gasperini2019	chr1	162055899	162056399	UAP1|chr1:162025689-162026189:.	-0.0041258896358432	chr1	162561506	162561507	UAP1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	6	505265	0.958555	0	0	36	9.607318	0.000188
Gasperini2019	chr1	166584861	166585361	MGST3|chr1:166554098-166554598:.	-0.0001441455599638	chr1	165630861	165630862	MGST3	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	7	954280	0.916651	0	0	45	4.89518	0.001658
Gasperini2019	chr1	166698757	166699459	TMCO1|chr1:166667994-166668696:.	-0.0554939381732267	chr1	165827754	165827755	TMCO1	FALSE	0.774448553854925	1	TRUE	K562	Gasperini et al., 2019	FALSE	5	930024	0.916651	297.118195	1	47	15.026933	0.001158
Gasperini2019	chr1	166700585	166701085	CREG1|chr1:166669822-166670322:.	0.0544549543209856	chr1	167553766	167553767	CREG1	FALSE	0.909262808013122	1	TRUE	K562	Gasperini et al., 2019	FALSE	10	852983	0.815252	818.948295	0	68	4.632498	0.000604
Gasperini2019	chr1	166700585	166701085	TMCO1|chr1:166669822-166670322:.	0.0137908652125731	chr1	165827754	165827755	TMCO1	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	5	931914	0.916651	818.948295	1	49	3.515575	0.000474
Gasperini2019	chr1	166705407	166705907	CREG1|chr1:166674644-166675144:.	0.0656988258343476	chr1	167553766	167553767	CREG1	FALSE	0.667509330927996	1	TRUE	K562	Gasperini et al., 2019	FALSE	10	848202	0.815252	223.25468	0	67	10.688196	0.003858
Gasperini2019	chr1	167616904	167618053	CREG1|chr1:167586141-167587290:.	0.0239814874201496	chr1	167553766	167553767	CREG1	FALSE	0.953849910213382	1	TRUE	K562	Gasperini et al., 2019	FALSE	1	62902	0.815252	395.76645	0	8	25.191415	0.00652
Gasperini2019	chr1	167616904	167618053	MPC2|chr1:167586141-167587290:.	-0.0526666395444845	chr1	167937039	167937040	MPC2	FALSE	0.343930714641866	1	TRUE	K562	Gasperini et al., 2019	FALSE	5	319456	0.900755	395.76645	0	68	9.209081	0.001372
Gasperini2019	chr1	167616904	167618053	MPZL1|chr1:167586141-167587290:.	-0.0234601567219476	chr1	167721192	167721193	MPZL1	FALSE	0.98627244139764	1	TRUE	K562	Gasperini et al., 2019	FALSE	2	104336	0.727088	395.76645	1	23	28.13878	0.005426
Gasperini2019	chr1	167616904	167618053	TIPRL|chr1:167586141-167587290:.	0.0189210332105194	chr1	168178933	168178934	TIPRL	FALSE	0.831355214577931	1	TRUE	K562	Gasperini et al., 2019	FALSE	7	561231	0.928215	395.76645	1	81	8.651844	0.00301
Gasperini2019	chr1	168218628	168219128	MPC2|chr1:168187866-168188366:.	-0.0382644928831772	chr1	167937039	167937040	MPC2	FALSE	0.670936756547136	1	TRUE	K562	Gasperini et al., 2019	FALSE	3	281795	0.900755	320.977056	0	16	1.408506	6.5e-05
Gasperini2019	chr1	168398923	168399423	MPC2|chr1:168368161-168368661:.	-0.0758641329931807	chr1	167937039	167937040	MPC2	FALSE	0.460638403555115	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	6	462125	0.900755	146.809623	0	41	5.269497	0.000343
Gasperini2019	chr1	168603424	168603924	MPC2|chr1:168572662-168573162:.	-0.041025370168766	chr1	167937039	167937040	MPC2	FALSE	0.864975502566727	0.9	TRUE	K562	Gasperini et al., 2019	FALSE	10	666623	0.900755	0	0	57	2.722281	2.2e-05
Gasperini2019	chr1	168603424	168603924	RCSD1|chr1:168572662-168573162:.	-0.0039594819118351	chr1	167630093	167630094	RCSD1	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	14	973500	0.654021	0	0	121	0.000285	0
Gasperini2019	chr1	173302854	173303721	PRDX6|chr1:173271993-173272860:.	0.0225149747218323	chr1	173477266	173477267	PRDX6	FALSE	0.999918430877266	0.95	TRUE	K562	Gasperini et al., 2019	FALSE	3	174036.5	0.84489	183.832068	1	21	25.315876	0.006669
Gasperini2019	chr1	173330295	173330795	PRDX6|chr1:173299434-173299934:.	-0.0399459120888224	chr1	173477266	173477267	PRDX6	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	3	146791	0.84489	120.588342	1	18	12.641425	0.001754
Gasperini2019	chr1	173354977	173355647	PRDX6|chr1:173324116-173324786:.	0.0189781733516203	chr1	173477266	173477267	PRDX6	FALSE	0.999918430877266	1	TRUE	K562	Gasperini et al., 2019	FALSE	3	121953	0.84489	0	1	15	13.067023	0.00128
Gasperini2019	chr1	179016696	179017458	CEP350|chr1:178985831-178986593:.	0.0231003173071838	chr1	179954738	179954739	CEP350	FALSE	0.999918430877266	0.9	TRUE	K562	Gasperini et al., 2019	FALSE	11	937533	0.961289	335.84782	0	61	4.645423	0.001375
Gasperini2019	chr1	180610505	180611005	XPR1|chr1:180579641-180580141:.	-0.0905459772369474	chr1	180632004	180632005	XPR1	TRUE	1.51139411027458e-06	0.85	TRUE	K562	Gasperini et al., 2019	TRUE	1	21319	0.935546	0	0	3	113.623997	0.204155
Gasperini2019	chr1	181893867	181894956	DHX9|chr1:181863002-181864091:.	-0.0353356203865778	chr1	182839369	182839370	DHX9	FALSE	0.958753904982575	1	TRUE	K562	Gasperini et al., 2019	FALSE	12	944641	0.8123	212.318172	1	90	2.774671	0.000499
