dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated
Gasperini2019	chr19	18289909	18290720	PGPEP1|chr19:18400719-18401530:.	-0.0101048981560236	chr19	18340587.0	18340588.0	PGPEP1	False	0.997981316500084	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18289909	18290720	RPL18A|chr19:18400719-18401530:.	-0.0078705922978989	chr19	17859876.0	17859877.0	RPL18A	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18289909	18290720	UBA52|chr19:18400719-18401530:.	-0.0171796576393319	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	BST2|chr19:18402287-18403095:.	0.0034496728440882	chr19	17405647.0	17405648.0	BST2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	CCDC124|chr19:18402287-18403095:.	0.0033451001929132	chr19	17933016.0	17933017.0	CCDC124	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	COPE|chr19:18402287-18403095:.	-0.0066402080754797	chr19	18919396.0	18919397.0	COPE	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	FKBP8|chr19:18402287-18403095:.	-0.0206357994535173	chr19	18544076.0	18544077.0	FKBP8	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	JUND|chr19:18402287-18403095:.	-0.0648559394491171	chr19	18281621.0	18281622.0	JUND	True	0.0216815200292287	0.6	True	K562	Gasperini et al., 2019	True
Gasperini2019	chr19	18291477	18292285	KXD1|chr19:18402287-18403095:.	-0.0299395991786102	chr19	18557762.0	18557763.0	KXD1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	LSM4|chr19:18402287-18403095:.	-0.0300362748700245	chr19	18323273.0	18323274.0	LSM4	False	0.966895743469449	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	MVB12A|chr19:18402287-18403095:.	0.0107052263602805	chr19	17405722.0	17405723.0	MVB12A	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	PGLS|chr19:18402287-18403095:.	-0.0072205928600358	chr19	17511629.0	17511630.0	PGLS	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	RPL18A|chr19:18402287-18403095:.	0.0237642157320295	chr19	17859876.0	17859877.0	RPL18A	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18291477	18292285	UBA52|chr19:18402287-18403095:.	0.0069045638332261	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	BST2|chr19:18411791-18412291:.	0.0381857681818192	chr19	17405647.0	17405648.0	BST2	False	0.96419627651477	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	C19orf60|chr19:18411791-18412291:.	-0.0272762007841741	chr19	18588685.0	18588686.0	C19orf60	False	0.971137895556692	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	COPE|chr19:18411791-18412291:.	-0.0164044540327969	chr19	18919396.0	18919397.0	COPE	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	FKBP8|chr19:18411791-18412291:.	-0.0092653914668782	chr19	18544076.0	18544077.0	FKBP8	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	KXD1|chr19:18411791-18412291:.	-0.0160625588809878	chr19	18557762.0	18557763.0	KXD1	False	0.827161769714721	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	LSM4|chr19:18411791-18412291:.	-0.0313579248520063	chr19	18323273.0	18323274.0	LSM4	False	0.957902417753021	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	RPL18A|chr19:18411791-18412291:.	0.0312846342203221	chr19	17859876.0	17859877.0	RPL18A	False	0.978785092884806	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	SSBP4|chr19:18411791-18412291:.	-0.0313424725971353	chr19	18418864.0	18418865.0	SSBP4	False	0.777280830254574	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	SUGP2|chr19:18411791-18412291:.	0.0215308422913527	chr19	19034022.0	19034023.0	SUGP2	False	0.853018303613411	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18300981	18301481	UBA52|chr19:18411791-18412291:.	0.0209246332162281	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18303382	18303882	CCDC124|chr19:18414192-18414692:.	0.0248570533605032	chr19	17933016.0	17933017.0	CCDC124	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18303382	18303882	DDX49|chr19:18414192-18414692:.	-0.0194293479316765	chr19	18919675.0	18919676.0	DDX49	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18303382	18303882	FKBP8|chr19:18414192-18414692:.	0.0340075235104127	chr19	18544076.0	18544077.0	FKBP8	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18303382	18303882	KXD1|chr19:18414192-18414692:.	0.05660940997682	chr19	18557762.0	18557763.0	KXD1	False	0.815814383120296	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18303382	18303882	RPL18A|chr19:18414192-18414692:.	0.0124825737862186	chr19	17859876.0	17859877.0	RPL18A	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18303382	18303882	UBA52|chr19:18414192-18414692:.	0.0159915467733411	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	C19orf60|chr19:18518796-18519439:.	0.0056641057205835	chr19	18588685.0	18588686.0	C19orf60	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	FKBP8|chr19:18518796-18519439:.	-0.0308466115045888	chr19	18544076.0	18544077.0	FKBP8	False	0.96752761684859	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	KXD1|chr19:18518796-18519439:.	0.0250895533579276	chr19	18557762.0	18557763.0	KXD1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	LSM4|chr19:18518796-18519439:.	-0.0174978322101126	chr19	18323273.0	18323274.0	LSM4	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	PGPEP1|chr19:18518796-18519439:.	0.0070220055648686	chr19	18340587.0	18340588.0	PGPEP1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	RPL18A|chr19:18518796-18519439:.	0.0409383350798511	chr19	17859876.0	17859877.0	RPL18A	False	0.841108759612841	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18407986	18408629	UBA52|chr19:18518796-18519439:.	0.022858128892943	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	18414353	18414853	UBA52|chr19:18525163-18525663:.	-0.0007251717738284	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19062361	19062861	COPE|chr19:19173170-19173670:.	-0.0197979113536632	chr19	18919396.0	18919397.0	COPE	False	0.955209200153059	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19062361	19062861	DDX49|chr19:19173170-19173670:.	-0.0017094095933961	chr19	18919675.0	18919676.0	DDX49	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19062361	19062861	KXD1|chr19:19173170-19173670:.	-0.0285941943614501	chr19	18557762.0	18557763.0	KXD1	False	0.941151644117192	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19062361	19062861	LSM4|chr19:19173170-19173670:.	-0.0459078990084446	chr19	18323273.0	18323274.0	LSM4	False	0.533206139397641	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19062361	19062861	UBA52|chr19:19173170-19173670:.	0.0015289815919785	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	C19orf60|chr19:19475476-19476147:.	-0.0133565047070996	chr19	18588685.0	18588686.0	C19orf60	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	COPE|chr19:19475476-19476147:.	-0.0246095924682851	chr19	18919396.0	18919397.0	COPE	False	0.479838457288566	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	FKBP8|chr19:19475476-19476147:.	0.0212659747136894	chr19	18544076.0	18544077.0	FKBP8	False	0.890896273610482	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	GATAD2A|chr19:19475476-19476147:.	-0.0187357606979541	chr19	19385826.0	19385827.0	GATAD2A	False	0.992763336242531	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	ISYNA1|chr19:19475476-19476147:.	-0.0244609712821152	chr19	18438300.0	18438301.0	ISYNA1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	KXD1|chr19:19475476-19476147:.	0.0184545086513592	chr19	18557762.0	18557763.0	KXD1	False	0.943332200590311	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	NDUFA13|chr19:19475476-19476147:.	0.0042032595081304	chr19	19515736.0	19515737.0	NDUFA13	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19364667	19365338	UBA52|chr19:19475476-19476147:.	0.0341284200890106	chr19	18571730.0	18571731.0	UBA52	False	0.951433763625788	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19372988	19373488	COPE|chr19:19483797-19484297:.	-0.0228362562271564	chr19	18919396.0	18919397.0	COPE	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19372988	19373488	FKBP8|chr19:19483797-19484297:.	0.0002319273853488	chr19	18544076.0	18544077.0	FKBP8	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19372988	19373488	ISYNA1|chr19:19483797-19484297:.	0.0324889733402654	chr19	18438300.0	18438301.0	ISYNA1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19372988	19373488	KXD1|chr19:19483797-19484297:.	-0.0072635890385185	chr19	18557762.0	18557763.0	KXD1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	19372988	19373488	UBA52|chr19:19483797-19484297:.	0.0206521867024107	chr19	18571730.0	18571731.0	UBA52	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	21128683	21129183	ZNF431|chr19:21311486-21311986:.	-0.0709672253022701	chr19	21142024.0	21142025.0	ZNF431	True	0.0002758319629053	0.35	True	K562	Gasperini et al., 2019	True
Gasperini2019	chr19	29260429	29260929	UQCRFS1|chr19:29751336-29751836:.	-0.0136499675680076	chr19	29213540.0	29213541.0	UQCRFS1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	29687145	29687976	POP4|chr19:30178052-30178883:.	0.0065025657720685	chr19	29604017.0	29604018.0	POP4	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	29893630	29894130	UQCRFS1|chr19:30384537-30385037:.	-0.0350956767571232	chr19	29213540.0	29213541.0	UQCRFS1	False	0.869663193037198	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34165190	34165774	FXYD5|chr19:34656095-34656679:.	0.0366322515740252	chr19	35154730.0	35154731.0	FXYD5	False	0.932360160006327	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34165190	34165774	UBA2|chr19:34656095-34656679:.	-0.0113529857799938	chr19	34428352.0	34428353.0	UBA2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34712608	34713108	COX6B1|chr19:35203513-35204013:.	0.0039029678237738	chr19	35648223.0	35648224.0	COX6B1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34712608	34713108	FXYD5|chr19:35203513-35204013:.	-0.0014421514032718	chr19	35154730.0	35154731.0	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34712608	34713108	UBA2|chr19:35203513-35204013:.	0.0082564614195443	chr19	34428352.0	34428353.0	UBA2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34731449	34731949	COX6B1|chr19:35222354-35222854:.	0.0176429449729965	chr19	35648223.0	35648224.0	COX6B1	False	0.995314414853584	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34869939	34870439	COX6B1|chr19:35360843-35361343:.	-0.0080024101107859	chr19	35648223.0	35648224.0	COX6B1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34869939	34870439	FXYD5|chr19:35360843-35361343:.	0.0081259050225244	chr19	35154730.0	35154731.0	FXYD5	False	0.871958869333767	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34869939	34870439	UBA2|chr19:35360843-35361343:.	-0.0267484425083107	chr19	34428352.0	34428353.0	UBA2	False	0.9304872189401	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34973138	34973638	COX6B1|chr19:35464042-35464542:.	-0.0173365859891175	chr19	35648223.0	35648224.0	COX6B1	False	0.993874941076852	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34973138	34973638	FXYD5|chr19:35464042-35464542:.	0.0006457265327173	chr19	35154730.0	35154731.0	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34973138	34973638	GPI|chr19:35464042-35464542:.	-0.0204317178681311	chr19	34359480.0	34359481.0	GPI	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34973138	34973638	LSM14A|chr19:35464042-35464542:.	-0.0008787521162113	chr19	34172504.0	34172505.0	LSM14A	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34973138	34973638	RBM42|chr19:35464042-35464542:.	-0.0291617199487594	chr19	35629030.0	35629031.0	RBM42	False	0.993558713237505	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34973138	34973638	TMEM147|chr19:35464042-35464542:.	-0.0525514980311929	chr19	35545595.0	35545596.0	TMEM147	False	0.489216833718981	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34975852	34976352	FXYD5|chr19:35466756-35467256:.	0.0263617473809172	chr19	35154730.0	35154731.0	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34975852	34976352	GPI|chr19:35466756-35467256:.	-0.0092438843553154	chr19	34359480.0	34359481.0	GPI	False	0.999400833031987	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34975852	34976352	GRAMD1A|chr19:35466756-35467256:.	-0.0194879954223013	chr19	34994784.0	34994785.0	GRAMD1A	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34975852	34976352	PDCD2L|chr19:35466756-35467256:.	-0.0075184712326532	chr19	34404384.0	34404385.0	PDCD2L	False	0.995314414853584	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34975852	34976352	RBM42|chr19:35466756-35467256:.	-0.0219570193641229	chr19	35629030.0	35629031.0	RBM42	False	0.998511489832238	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	34975852	34976352	USF2|chr19:35466756-35467256:.	-0.000272947487927	chr19	35268978.0	35268979.0	USF2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35210656	35211283	FXYD5|chr19:35701559-35702186:.	0.004533975835042	chr19	35154730.0	35154731.0	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35210656	35211283	RBM42|chr19:35701559-35702186:.	-0.0111772031151536	chr19	35629030.0	35629031.0	RBM42	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35210656	35211283	TBCB|chr19:35701559-35702186:.	-0.0342967743612318	chr19	36114289.0	36114290.0	TBCB	False	0.861154054227512	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35210656	35211283	USF2|chr19:35701559-35702186:.	0.0167898245530516	chr19	35268978.0	35268979.0	USF2	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35220180	35220994	COX6B1|chr19:35711083-35711897:.	-0.0332833920931726	chr19	35648223.0	35648224.0	COX6B1	False	0.952057905011785	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35220180	35220994	GPI|chr19:35711083-35711897:.	0.0030787464923536	chr19	34359480.0	34359481.0	GPI	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35220180	35220994	RBM42|chr19:35711083-35711897:.	-0.0434447038289155	chr19	35629030.0	35629031.0	RBM42	False	0.952687331889356	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35220180	35220994	UBA2|chr19:35711083-35711897:.	0.0051937582611909	chr19	34428352.0	34428353.0	UBA2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35317406	35318063	COX6B1|chr19:35808309-35808966:.	0.0103790049957448	chr19	35648223.0	35648224.0	COX6B1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35317406	35318063	POLR2I|chr19:35808309-35808966:.	0.0315290416023695	chr19	36115345.0	36115346.0	POLR2I	False	0.932360160006327	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35317406	35318063	TMEM147|chr19:35808309-35808966:.	-0.0262709384430494	chr19	35545595.0	35545596.0	TMEM147	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	COX6B1|chr19:35880284-35880784:.	-0.0070317734143339	chr19	35648223.0	35648224.0	COX6B1	False	0.99745994814213	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	FXYD5|chr19:35880284-35880784:.	-0.0030148169565983	chr19	35154730.0	35154731.0	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	POLR2I|chr19:35880284-35880784:.	0.0070833162525212	chr19	36115345.0	36115346.0	POLR2I	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	PSENEN|chr19:35880284-35880784:.	-0.0319286903462398	chr19	35745114.0	35745115.0	PSENEN	False	0.972946036910541	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	RBM42|chr19:35880284-35880784:.	-0.0285409248528093	chr19	35629030.0	35629031.0	RBM42	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	TMEM147|chr19:35880284-35880784:.	-0.0315082165010747	chr19	35545595.0	35545596.0	TMEM147	False	0.993350842648294	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35389382	35389882	UBA2|chr19:35880284-35880784:.	-0.0085865743076386	chr19	34428352.0	34428353.0	UBA2	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35819925	35820425	COX6B1|chr19:36310827-36311327:.	0.0142376814056415	chr19	35648223.0	35648224.0	COX6B1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35819925	35820425	FXYD5|chr19:36310827-36311327:.	-0.0201331115709178	chr19	35154730.0	35154731.0	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35819925	35820425	SDHAF1|chr19:36310827-36311327:.	-0.0324262338801411	chr19	35995199.0	35995200.0	SDHAF1	False	0.888606072431398	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35819925	35820425	TBCB|chr19:36310827-36311327:.	-0.0097905809911741	chr19	36114289.0	36114290.0	TBCB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	35819925	35820425	USF2|chr19:36310827-36311327:.	0.0050382488774591	chr19	35268978.0	35268979.0	USF2	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	36127454	36128662	CAPNS1|chr19:36618356-36619564:.	-0.0866676813354579	chr19	36139575.0	36139576.0	CAPNS1	False	0.106897290190434	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	36127454	36128662	COX6B1|chr19:36618356-36619564:.	0.0265760424218069	chr19	35648223.0	35648224.0	COX6B1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	36127454	36128662	ZNF146|chr19:36618356-36619564:.	-0.0446635764966096	chr19	36214602.0	36214603.0	ZNF146	False	0.931836761374512	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39046036	39046536	EIF3K|chr19:39536676-39537176:.	0.0584373499766857	chr19	38619082.0	38619083.0	EIF3K	False	0.645334591623344	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39046036	39046536	PSMD8|chr19:39536676-39537176:.	0.0210778217970891	chr19	38374536.0	38374537.0	PSMD8	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39252418	39252918	PSMD8|chr19:39743058-39743558:.	-0.0004926615241422	chr19	38374536.0	38374537.0	PSMD8	False	0.943189339468148	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39258244	39259558	ACTN4|chr19:39748884-39750198:.	0.0032664072866555	chr19	38647649.0	38647650.0	ACTN4	False	0.991222416050227	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39258244	39259558	PSMD8|chr19:39748884-39750198:.	-0.0360033355143118	chr19	38374536.0	38374537.0	PSMD8	False	0.979972302272177	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39258244	39259558	RPS16|chr19:39748884-39750198:.	0.0168824363835893	chr19	39435947.0	39435948.0	RPS16	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39430596	39431096	EIF3K|chr19:39921236-39921736:.	-0.0135512208156072	chr19	38619082.0	38619083.0	EIF3K	False	0.995871246203466	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	39430596	39431096	RPS16|chr19:39921236-39921736:.	0.0277827226901282	chr19	39435947.0	39435948.0	RPS16	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40416806	40417474	BLVRB|chr19:40922713-40923381:.	-0.0288208881248019	chr19	40465839.0	40465840.0	BLVRB	False	0.943777897877072	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40416806	40417474	FBL|chr19:40922713-40923381:.	-0.021324054968598	chr19	39846413.0	39846414.0	FBL	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40416806	40417474	HNRNPUL1|chr19:40922713-40923381:.	-0.0100991576044573	chr19	41262496.0	41262497.0	HNRNPUL1	False	0.807245994425963	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40416806	40417474	RPS16|chr19:40922713-40923381:.	0.0206169103261735	chr19	39435947.0	39435948.0	RPS16	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40416806	40417474	SNRPA|chr19:40922713-40923381:.	-0.0235365365315554	chr19	40750637.0	40750638.0	SNRPA	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40433276	40434535	BLVRB|chr19:40939183-40940442:.	-0.003174533521371	chr19	40465839.0	40465840.0	BLVRB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40433276	40434535	TIMM50|chr19:40939183-40940442:.	-0.0613218538675296	chr19	39480412.0	39480413.0	TIMM50	False	0.28628920887669	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40435180	40435680	FBL|chr19:40941087-40941587:.	0.0017151572841864	chr19	39846413.0	39846414.0	FBL	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40445863	40446363	BLVRB|chr19:40951770-40952270:.	-0.0151762228020293	chr19	40465839.0	40465840.0	BLVRB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40445863	40446363	EXOSC5|chr19:40951770-40952270:.	-0.0196887127286978	chr19	41397478.0	41397479.0	EXOSC5	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40445863	40446363	FBL|chr19:40951770-40952270:.	0.0082231755677664	chr19	39846413.0	39846414.0	FBL	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40445863	40446363	SNRPA|chr19:40951770-40952270:.	-0.0039062757957967	chr19	40750637.0	40750638.0	SNRPA	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40445863	40446363	TGFB1|chr19:40951770-40952270:.	-0.0347504078597515	chr19	41353910.0	41353911.0	TGFB1	False	0.969315575984701	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40662680	40664332	BLVRB|chr19:41168585-41170237:.	0.0143702576784897	chr19	40465839.0	40465840.0	BLVRB	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40662680	40664332	PSMC4|chr19:41168585-41170237:.	-0.0521071634426515	chr19	39971005.0	39971006.0	PSMC4	False	0.706496344095393	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40662680	40664332	SNRPA|chr19:41168585-41170237:.	-0.0369754436574742	chr19	40750637.0	40750638.0	SNRPA	False	0.926490131413113	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40920826	40921539	BLVRB|chr19:41426731-41427444:.	0.0464190973508167	chr19	40465839.0	40465840.0	BLVRB	False	0.882573309604826	0.95	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	40920826	40921539	RPS19|chr19:41426731-41427444:.	0.0659677298271095	chr19	41859918.0	41859919.0	RPS19	False	0.528311468125652	1.0	True	K562	Gasperini et al., 2019	False
Gasperini2019	chr19	43785250	43785750	KCNN4|chr19:44289402-44289902:.	-0.0359817477550523	chr19	43781256.0	43781257.0	KCNN4	True	0.0005040557211349	0.55	True	K562	Gasperini et al., 2019	True
